WM Loss_t0,WM Loss_t1,WM Loss_t2,WM Loss_t3,WM Loss_t4,WM Loss_t5,WM Loss_t6,WM Loss_t7,WM Loss_t8,WM Loss_t9,SWM Loss_t0,SWM Loss_t1,SWM Loss_t2,SWM Loss_t3,SWM Loss_t4,SWM Loss_t5,SWM Loss_t6,SWM Loss_t7,SWM Loss_t8,SWM Loss_t9
0.3389400192313724,0.3407428208774991,0.3453816130903032,0.3475760610103607,0.35371126956939697,0.35748117202652824,0.3635182299349043,0.3714796555095249,0.3779343091752794,0.384367586072286,0.053155171321498024,0.0830570633729299,0.18439654814402262,0.41154493852191504,0.7154035992940266,1.020671296374003,1.2775048155466715,1.4578673773023818,1.5708040355682373,1.6371078531053331
0.3332680012596978,0.33967184635268316,0.34113716751734413,0.34535910767449274,0.3523678198814392,0.35706823700798884,0.36247992729081047,0.3720557027022044,0.3778485829141405,0.38546298460430567,0.05372295587592655,0.08225647803544998,0.1801778798474206,0.4043906812349955,0.7039404025607638,1.0106746671040854,1.275729834959242,1.460720261171129,1.5748064154730903,1.636260875278049
0.3382132703092363,0.34093829132186043,0.3439836496565077,0.3466570852067735,0.35135142679214476,0.3564679008907742,0.3619769330289629,0.36681294973691303,0.37581203092998927,0.38265106760660805,0.0531072787337833,0.0838070793920093,0.1852773054069943,0.41137537579006617,0.7119565145492553,1.0155641083399454,1.2710432757059733,1.4521869709438748,1.5667979581620959,1.6371481506771512
0.33878598041004604,0.3423127216604021,0.3437568917380439,0.3469604856597053,0.3511533221350776,0.35628063404825,0.3628501885996924,0.3687618386003706,0.3758539197232988,0.38142807522349886,0.053437468320793574,0.08100610216458638,0.17733501244650945,0.39260436691708034,0.6842330094867283,0.9928565890842014,1.260087876616584,1.4553106971316867,1.5700130281660292,1.6384700207604301
0.3393436241891649,0.34506660142474704,0.3476700245751275,0.35177712239159475,0.35745314079390633,0.36337584987746346,0.37191190396944684,0.37916932875845166,0.387003538163503,0.39420483720037675,0.05276071891784668,0.08200294635295868,0.17978463611602782,0.40024641722573173,0.7014889026217991,1.0134681703779433,1.2703425796932644,1.4502420885721843,1.5585832228766547,1.6240081695132786
0.33950839569303726,0.34354702678786386,0.3457429247220357,0.34956397501097786,0.354169993797938,0.3623857153362698,0.3670439450316959,0.37240080098046197,0.37843440062204997,0.3861675075054169,0.05346937120225694,0.08036011022991604,0.17834561893410153,0.4077017747031318,0.7144467603895399,1.0236329046037462,1.2851375737931994,1.4677557388305664,1.5812290030585394,1.6460886377970378
0.33740591705640155,0.3427098080317179,0.3451097418997023,0.34937910945150585,0.35383528921339247,0.3599131294780307,0.36536504118177626,0.373626176404953,0.3801095983399285,0.3865004363907708,0.05343562286429935,0.08113009683158663,0.1786273999479082,0.402183540418413,0.7038800458484226,1.0173618773142497,1.286744026904636,1.4716349831475153,1.5857336167653402,1.6544818816714817
0.33692002958721584,0.3403295342657301,0.34308438590897455,0.34775527018441094,0.35279454411930505,0.35910435247421263,0.3651238455295563,0.37201630602412755,0.378924516137441,0.3868041970411936,0.053142554910977684,0.08223660265339745,0.18358859148555332,0.4163131155014038,0.7224354158825345,1.0300269538243612,1.2812158376905654,1.457421691216363,1.5671580006493462,1.6327467348310682
0.33856734783384534,0.3415941797044542,0.3461476886060503,0.35032940101623533,0.3546156598938836,0.3597096992439694,0.36634013684590655,0.3729070955594381,0.38276097077263727,0.3894493913491567,0.05331689323849148,0.08246453840202755,0.178902610373497,0.39450352517233955,0.6860027075449626,0.9929190431806776,1.2627453997717963,1.4606804853227404,1.5872713673909504,1.6590023452334934
0.33821580734782747,0.3401592478328281,0.3415635024547577,0.3446608859539032,0.34878036042849225,0.35400470554563734,0.35774438973002964,0.3646627999305725,0.3711969399028354,0.37774372900327047,0.052999301098452675,0.08090306740734313,0.17834809374279445,0.40276079783969454,0.7074495091544257,1.0171513499789768,1.274233606084188,1.454108687294854,1.5651484850141737,1.6315864901648627
