WM Loss_t0,WM Loss_t1,WM Loss_t2,WM Loss_t3,WM Loss_t4,WM Loss_t5,WM Loss_t6,WM Loss_t7,WM Loss_t8,WM Loss_t9,SWM Loss_t0,SWM Loss_t1,SWM Loss_t2,SWM Loss_t3,SWM Loss_t4,SWM Loss_t5,SWM Loss_t6,SWM Loss_t7,SWM Loss_t8,SWM Loss_t9
0.18136093960867988,0.16368334660000272,0.14683104470835792,0.13210110432571834,0.12026690460311042,0.11145723209646013,0.10548293624189164,0.10170519329706827,0.10010344885720147,0.10008490959008534,0.07555217276414235,0.152019541393386,0.20613555767801073,0.2562310779677497,0.31230302699936763,0.35657889689339534,0.38464441447787817,0.40215627948972915,0.4161051036198934,0.42742408503426443
0.181217752371894,0.1625748402516047,0.14469731605582767,0.12905845925807952,0.11627611271275415,0.10694584397210015,0.10101590158409543,0.09818186187479232,0.09762089157369401,0.09848919178114997,0.07737127023008135,0.15277554046577876,0.20490635018878514,0.2543433909681108,0.31007576304541695,0.3532914456049601,0.38029911775588987,0.3969006543689304,0.41045578138563366,0.42134827756881715
0.1828207559108734,0.16457795942359502,0.1471188446442286,0.13174729035165575,0.11963337094253963,0.11113480165534549,0.1055900543636746,0.1026423336426417,0.10122151098516252,0.10151820922295253,0.07726072756846745,0.15119712590906356,0.20376648479037815,0.2532079652786255,0.3076819866816203,0.35058769259982636,0.37890753304163616,0.39705601283179387,0.41109841577741835,0.42305504786173503
0.18756113876766628,0.16930927692254386,0.15174512030813428,0.1362116230143441,0.1238858734899097,0.11450286508931054,0.10827637284066942,0.10458750519487593,0.10301886134147643,0.10297001873652141,0.0781255186173651,0.15255626457002427,0.20485421721670363,0.2539180506441328,0.30880376992225644,0.35192374823888145,0.3805436566458808,0.3968882819387648,0.4096577586915758,0.4204696214993795
0.1823481862333086,0.1643590923494763,0.1469128912528356,0.13161908587349785,0.11914247250556946,0.10984891488552094,0.1033968837791019,0.09957584941122267,0.09759648036162058,0.09713388867113325,0.07739049731757906,0.1519046763923433,0.2041891097386678,0.25415542562802634,0.3102513493537903,0.35406556995179916,0.38185367716683283,0.39876666467454697,0.4124998724831475,0.42436160276201035
0.1814061703523,0.1633418681356642,0.14569266848564147,0.1304184258143107,0.1181960816913181,0.10929017824861738,0.10350726602077484,0.1004447270711263,0.09912640885644489,0.0990421149637964,0.07554666935205459,0.15122662439346313,0.2041469294283125,0.25425849186579386,0.30974205887052747,0.3545000833087497,0.383134000354343,0.4003804576026069,0.4142968697865804,0.4260658281114366
0.1835681524647607,0.16466440077357822,0.14654150665071275,0.1306961824549569,0.1180598985142178,0.10869136696921454,0.10221246300008562,0.09822123716407352,0.09654701445102691,0.09618647389014562,0.0764005744430754,0.15129474369419946,0.2033851889981164,0.2519685107602013,0.3080002897262573,0.35331772519217597,0.3829907917764452,0.4014451820903354,0.41568839121924506,0.4272636521869236
0.1853047085126241,0.16724188591374292,0.1496546389553282,0.13432902269098493,0.12179992706510756,0.11284401032924653,0.10680411831802793,0.10344991046587626,0.10188528425428603,0.1015802745130327,0.07920541952980889,0.1562230391184489,0.21084167972670662,0.261796473730935,0.3169023622194926,0.36013412777582804,0.38623010104497274,0.40182658405303956,0.41467965043385824,0.42564999720255536
0.18448573172357347,0.1660745714796914,0.14806698054207695,0.1324578757074144,0.12008751502301958,0.11102468717098236,0.1056650186697642,0.10252123036384582,0.10094816389878591,0.10063392789496316,0.07870757599274318,0.1506778733253479,0.20070392158826192,0.24774788489341737,0.30058492590056524,0.3433363485972087,0.3712455560154385,0.3882448129336039,0.4026303921487596,0.4148714387787713
0.18699247102737426,0.16824962817033132,0.15004126399358114,0.13411758578353458,0.12152672314908769,0.11242452215618558,0.10648460539976756,0.10295333080291748,0.10106450551218457,0.10071766010655298,0.07794288915925555,0.15392060874303182,0.20723188540670606,0.2569319077067905,0.31219694754812455,0.35628286317189534,0.3846529385778639,0.40226806093851725,0.41567777435514663,0.4271986218770345
